node_id,community,name,type
206,3,胸腔积液,Disease
207,3,心肌炎,Disease
208,3,心脏内粘液瘤,Disease
209,3,心室间隔缺损,Disease
210,15,羊水过多,Disease
211,3,原发性下肢静脉瓣膜关闭不全,Disease
212,3,亚急性感染性心内膜炎,Disease
213,12,乙状窦血栓性静脉炎,Disease
214,3,左心室双出口,Disease
215,3,左心发育不良,Disease
216,3,自发性血胸,Disease
217,3,主-肺动脉隔缺损,Disease
218,3,主动脉夹层,Disease
219,3,主动脉瓣狭窄合并关闭不全,Disease
220,3,主动脉瓣膜部狭窄,Disease
221,3,阵发性室上性心动过速,Disease
222,3,早搏,Disease
223,3,主动脉瘤,Disease
224,3,主动脉瓣狭窄,Disease
225,3,主动脉瓣关闭不全,Disease
226,3,阵发性室性心动过速,Disease
227,5,中暑衰竭,Disease
228,4,阿米巴肝脓肿,Disease
229,5,氨基甲酸酯类农药中毒,Disease
230,7,阿米巴肠病,Disease
231,5,阿片类药物中毒,Disease
232,7,柏-查综合征,Disease
233,7,Brenneman综合征,Disease
234,7,巴瑞特综合征,Disease
235,1,半乳糖血症,Disease
236,9,暴发性肝功能衰竭,Disease
237,5,鞭虫病,Disease
238,7,布卡综合症,Disease
239,7,暴发性肝炎样综合征,Disease
240,7,便秘,Disease
241,5,吡唑酮类中毒,Disease
242,7,Barrett食管,Disease
243,7,贲门失弛缓症,Disease
244,5,钡中毒,Disease
245,5,变形杆菌食物中毒,Disease
246,5,蓖麻子中毒,Disease
247,5,铋中毒,Disease
248,7,丙型病毒性肝炎,Disease
249,6,肠病性肢皮炎综合征,Disease
250,5,肠道菌群失调症,Disease
251,7,肠扭转综合征,Disease
252,14,肠气肿综合征,Disease
253,10,肠系膜淋巴结结核,Disease
254,7,肠系膜上动脉压迫综合征,Disease
255,5,粗制棉子油中毒,Disease
256,7,肠扭转,Disease
257,7,肠套叠,Disease
258,7,肠间脓肿,Disease
259,7,残胃癌,Disease
260,7,残窦综合征,Disease
261,7,肠易激综合征,Disease
262,7,肠梗阻,Disease
263,5,苍耳中毒,Disease
264,6,肠道病毒所致各系统感染,Disease
265,7,肠系膜上动脉栓塞,Disease
266,7,肠道气囊肿症,Disease
267,5,餐后血糖过低症,Disease
268,10,肠结核,Disease
269,7,肠系膜上静脉血栓形成,Disease
270,7,大网膜扭转,Disease
271,7,胆道运动功能障碍综合征,Disease
272,7,胆道张力低下综合征,Disease
273,7,胆囊管综合征,Disease
274,7,胆石性肠绞塞综合征,Disease
275,7,胆汁淤积性黄疸,Disease
276,7,第五日综合征,Disease
277,7,蛋白丧失胃肠综合征,Disease
278,7,胆囊-结肠肝曲粘连综合征,Disease
279,7,胆石症,Disease
280,7,胆囊切除术后综合征,Disease
281,7,大肠息肉,Disease
282,7,多发性消化道息肉综合征,Disease
283,7,大肠梗阻,Disease
284,7,胆汁性肝硬化,Disease
285,7,丁型病毒性肝炎,Disease
286,7,胆汁返流性胃炎,Disease
287,7,胆管癌,Disease
288,7,大肠类癌,Disease
289,5,毒蕈中毒,Disease
290,5,敌鼠中毒,Disease
291,7,大肠癌,Disease
292,7,大肠恶性淋巴瘤,Disease
293,9,Ehler-Danlos综合征,Disease
294,5,儿童胰腺功能不全并中性粒细胞减少症综合征,Disease
295,5,儿童腹痛,Disease
296,7,呃逆症,Disease
297,7,非溃疡消化不良,Disease
298,5,分流性高胆红素血症综合征,Disease
299,5,粪类圆线虫病,Disease
300,7,腹肌缺如综合征,Disease
301,7,腹绞痛综合征,Disease
302,7,腹膜后感染与脓肿,Disease
303,7,腹膜后间隙出血,Disease
304,9,腹膜后淋巴结炎,Disease
305,7,腹膜后腔液体渗病,Disease
306,7,腹膜后疝,Disease
307,7,腹膜间皮瘤,Disease
308,7,腹腔动脉压迫综合征,Disease
309,1,腹型癫痫综合征,Disease
310,12,腹型偏头痛综合征,Disease
311,7,腹主动脉血栓形成综合征,Disease
312,7,腹卒中综合征,Disease
313,11,Felty综合征,Disease
314,7,腹痛,Disease
315,7,腹膜炎,Disease
316,4,腹泻,Disease
317,7,反流性食管炎,Disease
318,5,沙门氏菌属食物中毒,Disease
319,4,放射性肠炎,Disease
320,5,福尔马林中毒,Disease
321,5,发芽马铃薯中毒,Disease
322,5,副溶血性弧菌食物中毒,Disease
323,7,非寄生虫性肝囊肿,Disease
324,7,非酒精性脂肪性肝病,Disease
325,5,非霍乱弧菌感染,Disease
326,7,肛门闭锁,Disease
327,5,高锰酸钾中毒,Disease
328,7,肝-甲状腺综合征,Disease
329,7,肝纤维化,Disease
330,7,肝肺综合症,Disease
331,7,Gardner综合征,Disease
332,7,功能性呕吐,Disease
333,7,肝性脊髓病,Disease
334,7,肝炎双重感染,Disease
335,7,肝炎后综合征,Disease
336,3,膈膨出和麻痹,Disease
337,7,肝性脑病,Disease
338,7,肝硬化,Disease
339,7,肝脓肿,Disease
340,7,功能性消化不良,Disease
341,7,钩虫病,Disease
342,7,肝腺瘤,Disease
343,7,肝外胆管损伤,Disease
344,7,肝损伤,Disease
345,7,肝囊肿,Disease
346,7,肝包虫囊肿,Disease
347,7,膈下脓肿,Disease
348,7,肝血管瘤,Disease
349,7,钩虫性十二指肠炎综合征,Disease
350,3,膈先天性缺损,Disease
351,9,膈疝,Disease
352,7,肛管、直肠、结肠狭窄,Disease
353,7,膈扑动,Disease
354,5,含亚硝酸盐类植物性食物中毒,Disease
355,4,化脓性汗腺炎,Disease
356,5,回盲瓣综合征,Disease
357,7,活动盲肠综合征,Disease
358,7,横膈下结肠嵌入综合征,Disease
359,7,黄疸,Disease
360,7,黑色素斑-胃肠多发性息肉综合征,Disease
361,7,蛔虫病,Disease
362,5,霍乱样综合征,Disease
363,7,结、直肠黑变病,Disease
364,7,结肠粪性穿孔,Disease
365,7,结肠憩室病,Disease
366,7,甲醇中毒,Disease
367,5,局部麻醉药中毒,Disease
368,7,结核性腹膜炎,Disease
369,7,急性胃扩张,Disease
370,7,急性化脓性胆管炎,Disease
371,4,急性出血性坏死性肠炎,Disease
372,7,结肠闭锁,Disease
373,7,结肠直肠损伤,Disease
374,7,结核性肠系膜淋巴结炎,Disease
375,7,结肠扭转,Disease
376,7,结肠瘘,Disease
377,7,结肠癌,Disease
378,7,急性胃粘膜病变,Disease
379,7,急性腐蚀性胃炎,Disease
380,7,急性单纯性胃炎,Disease
381,7,假膜性肠炎,Disease
382,7,家族性结肠息肉,Disease
383,7,急性腹膜炎,Disease
384,7,酒精性肝病,Disease
385,7,甲型肝炎,Disease
386,7,急性胃肠炎,Disease
387,7,结肠息肉,Disease
388,7,急性胃炎,Disease
389,7,急性阑尾炎,Disease
390,7,巨膀胱-小结肠-肠蠕动不良综合征,Disease
391,7,结缔组织性肠炎,Disease
392,0,急性腹型-高脂血症综合征,Disease
393,7,Turcot综合征,Disease
394,7,急性结肠假性梗阻综合征,Disease
395,7,急性胆囊炎,Disease
396,7,吉尔伯特综合征,Disease
397,7,结石性胆囊炎,Disease
398,7,急性胰腺炎,Disease
399,7,结肠损伤,Disease
400,5,可拉明中毒,Disease
401,5,奎宁中毒,Disease
402,7,克罗恩病,Disease
403,7,α1-抗胰蛋白酶缺乏症,Disease
404,7,溃疡性结肠炎,Disease
405,5,磷中毒,Disease
406,5,轮状病毒所致胃肠炎,Disease
407,7,类癌,Disease
408,5,氯丙嗪类中毒,Disease
409,5,氯喹中毒,Disease
410,7,淋菌性肛门直肠炎,Disease
411,7,阑尾寄生虫病,Disease
412,5,轮状病毒性肠炎,Disease
413,7,良性阵发性腹膜炎综合征,Disease
414,7,痢疾后综合症,Disease
415,7,蓝色橡皮泡痣综合症,Disease
416,7,老年急性阑尾炎,Disease
417,7,淋巴结-胆道综合征,Disease
418,7,郎-奥韦综合征,Disease
419,5,旅游者腹泻,Disease
420,7,慢性胰腺炎,Disease
421,8,Milk-Alkali综合征,Disease
422,5,麦胶性肠病,Disease
423,7,慢性溃疡性结肠炎,Disease
424,7,弥漫性食管痉挛,Disease
425,7,慢性胃炎,Disease
426,7,毛石肠梗阻综合征,Disease
427,7,盲袢综合征,Disease
428,1,尼曼－匹克氏病,Disease
429,5,农药中毒,Disease
430,5,脑肝肾综合征,Disease
431,7,浓缩胆汁综合征,Disease
432,5,诺沃克类病毒胃肠炎,Disease
433,7,粘连性肠梗阻,Disease
434,7,囊性纤维化,Disease
435,7,脾破裂,Disease
436,5,葡萄球菌食物中毒,Disease
437,5,硼酸中毒,Disease
438,7,脾功能亢进,Disease
439,7,脾-肝综合征,Disease
440,2,Plummer-Vinson综合征,Disease
441,7,贲门癌,Disease
442,7,盆底痉挛综合症,Disease
443,5,强酸、强碱中毒,Disease
444,5,汽油、煤油中毒,Disease
445,5,汽油中毒,Disease
446,5,强碱类中毒,Disease
447,5,驱蛔灵中毒,Disease
448,7,缺血性结肠炎,Disease
449,7,缺血性肝炎,Disease
450,7,倾倒综合征,Disease
451,7,脐膨出-巨舌-巨大躯体综合征,Disease
452,5,铅中毒,Disease
453,7,乳头状腺瘤,Disease
454,5,热带口炎性腹泻,Disease
455,5,瑞氏综合症,Disease
456,5,杀虫脒中毒,Disease
457,5,砷中毒,Disease
458,5,水合氯醛中毒,Disease
459,5,四氯化碳中毒,Disease
460,7,嗜酸细胞性胃肠炎,Disease
461,3,食管异物,Disease
462,7,十二指肠先天性缺如、闭锁和狭窄,Disease
463,7,十二指肠血管性压迫综合征,Disease
464,5,神经性呕吐,Disease
465,7,食管癌,Disease
466,7,上消化道出血,Disease
467,7,十二指肠憩室梗阻性黄疸综合征,Disease
468,7,十二指肠壅积症,Disease
469,5,神经型食物中毒,Disease
470,5,食物中毒,Disease
471,7,食管失弛缓症,Disease
472,7,食管憩室,Disease
473,9,食管破裂,Disease
474,7,食管平滑肌瘤,Disease
475,3,食管瘢痕性狭窄,Disease
476,7,食管贲门粘膜撕裂综合征,Disease
477,7,输入袢综合征,Disease
478,2,食管损伤,Disease
479,5,石膏综合征,Disease
480,7,十二指肠憩室,Disease
481,7,十二指肠白点综合征,Disease
482,7,神经性肠梗阻综合症,Disease
483,5,杀鼠剂中毒,Disease
484,5,锑中毒,Disease
485,5,铁中毒,Disease
486,7,嗜酸性细胞胃肠炎,Disease
487,7,特发性腹膜后纤维化,Disease
488,5,铊中毒,Disease
489,7,糖原累积症,Disease
490,7,特发性非硬化性门脉高压综合征,Disease
491,7,吞气症,Disease
492,7,胃癌,Disease
493,5,无机磷中毒,Disease
494,5,五氯酚钠中毒,Disease
495,7,胃心综合征,Disease
496,7,胃损伤,Disease
497,7,胃下垂,Disease
498,7,胃轻瘫综合征,Disease
499,7,胃平滑肌肉瘤,Disease
500,7,胃扭转,Disease
501,7,胃空肠输入袢综合征,Disease
502,5,胃节律紊乱综合征,Disease
503,7,胃肠道外瘘,Disease
504,7,胃、十二指肠溃疡急性穿孔,Disease
505,7,胃、十二指肠溃疡出血,Disease
506,5,胃肠型食物中毒,Disease
507,7,胃泌素瘤,Disease
508,5,胃肠食物不耐受症,Disease
509,7,胃肠道功能紊乱,Disease
510,7,胃粘膜脱垂症,Disease
511,7,胃切除后胆汁返流性胃炎,Disease
512,7,胃潴留,Disease
513,7,胃病,Disease
514,5,无胆色素尿性黄疸综合征,Disease
515,7,吻合口溃疡,Disease
516,9,Whipple病,Disease
517,7,胃肠道伴癌综合征,Disease
518,5,戊型病毒性肝炎,Disease
519,7,网膜肿瘤,Disease
520,7,网膜原发性节段性梗死,Disease
521,7,网膜炎,Disease
522,7,网膜囊肿,Disease
523,7,伪膜性肠炎,Disease
524,7,胃息肉,Disease
525,7,胃良性肿瘤,Disease
526,7,小肠损伤,Disease
527,5,小儿时期常见的呕吐,Disease
528,7,先天性肠闭锁与狭窄,Disease
529,7,先天性肠旋转异常,Disease
530,5,蝎子螫伤,Disease
531,5,锌中毒,Disease
532,7,消化性溃疡,Disease
533,7,先天性胆道闭锁,Disease
534,7,消化道重复畸形,Disease
535,7,小肠系膜损伤,Disease
536,1,新生儿胆红素脑病,Disease
537,7,先天性肥厚性幽门狭窄,Disease
538,5,小儿厌食症,Disease
539,7,先天性巨结肠,Disease
540,7,小儿呕吐,Disease
541,4,小儿急性胆囊炎,Disease
542,7,小肠瘘,Disease
543,7,细菌性肝脓肿,Disease
544,7,下消化道出血,Disease
545,7,小儿消化性溃疡,Disease
546,2,小肠吸收不良综合征,Disease
547,7,小儿急性胰腺炎,Disease
548,7,心源性肝硬化,Disease
549,9,新生儿呕吐,Disease
550,7,新生儿肝炎综合征,Disease
551,5,溴中毒,Disease
552,7,血吸虫肠病,Disease
553,5,吸收不良综合征,Disease
554,12,心血管和血栓栓塞综合征,Disease
555,7,消化道出血,Disease
556,7,先天性食管闭锁,Disease
557,7,消化系癌伴血液病综合征,Disease
558,5,先天性梅毒性肝硬化,Disease
559,2,血色病,Disease
560,4,细菌性痢疾,Disease
561,7,消化道憩室病,Disease
562,7,先天性直肠肛门畸形,Disease
563,7,小儿先天性巨结肠,Disease
564,5,乙胺嘧啶中毒,Disease
565,5,乙酰苯胺类中毒,Disease
566,5,有机氯杀虫剂中毒,Disease
567,7,幽门梗阻,Disease
568,7,原发性肝内硬化综合征,Disease
569,7,胰腺损伤,Disease
570,7,胰腺脑病综合征,Disease
571,7,胰腺假性囊肿,Disease
572,7,药物性胃病,Disease
573,7,原发性胆汁性肝硬化,Disease
574,7,营养不良性肝硬化,Disease
575,7,药物性肝硬化,Disease
576,5,亚硝酸盐中毒,Disease
577,5,银杏中毒,Disease
578,17,药物性肝病,Disease
579,7,乙肝,Disease
580,7,异位ACTH综合征,Disease
581,7,胰胆汁综合征,Disease
582,7,胰胆管合流异常综合征,Disease
583,7,原发性腹膜后肿瘤,Disease
584,5,鱼肝中毒,Disease
585,5,鱼胆中毒,Disease
586,7,原发性肝癌,Disease
587,5,真菌性食物中毒,Disease
588,5,真菌中毒症,Disease
589,7,直肠损伤,Disease
590,7,脂肪肝,Disease
591,7,致死性肝内胆汁淤积综合征,Disease
592,0,Zieve综合征,Disease
593,7,肿瘤性息肉,Disease
594,7,直肠脱垂,Disease
595,14,紫绀-杵状指-肝病综合征,Disease
596,14,早孕反应,Disease
597,7,自发性食管破裂,Disease
598,7,卓－艾氏综合征,Disease
599,7,真菌性肠炎,Disease
600,8,巴特综合征,Disease
601,8,成人多囊肾,Disease
602,4,产褥感染,Disease
603,8,常染色体显性多囊肾,Disease
604,8,多囊肾,Disease
605,5,等渗性脱水,Disease
606,5,低渗性脱水,Disease
607,8,低钾血症,Disease
608,8,儿童遗尿症,Disease
609,8,恶性高血压性小动脉性肾硬化,Disease
610,4,非特异性尿道炎,Disease
611,8,非IgA系膜增生性肾炎,Disease
612,8,非淋菌性尿道炎,Disease
613,5,高渗性脱水,Disease
614,8,梗阻性尿路疾病,Disease
615,8,高血压肾病,Disease
616,8,肝源性肾损害,Disease
617,8,高钾血症,Disease
618,8,间质性膀胱炎,Disease
619,8,急性风湿热肾损害,Disease
620,8,急性肾盂肾炎,Disease
621,8,急性肾功能衰竭,Disease
622,8,急性肾小管坏死,Disease
623,8,间质性肾炎,Disease
624,8,急进性肾炎,Disease
625,8,近端(Ⅱ型)肾小管性酸中毒,Disease
626,8,急性肾炎,Disease
627,8,急性肾小管间质性肾炎,Disease
628,8,急性肾炎综合征,Disease
629,8,局灶性肾小球硬化症,Disease
630,8,良性高血压性小动脉性肾硬化,Disease
631,5,流行性出血热,Disease
632,8,狼疮性肾炎,Disease
633,8,链球菌感染后的急性肾小球肾炎,Disease
634,11,类风湿性关节炎肾损害,Disease
635,3,慢性呼吸衰竭,Disease
636,8,免疫介导性肾脏病,Disease
637,8,慢性肾功能衰竭,Disease
638,8,膜性肾小球肾炎,Disease
639,8,慢性肾盂肾炎,Disease
640,8,慢性肾炎,Disease
641,4,尿路真菌感染,Disease
642,8,尿失禁,Disease
643,4,尿道炎,Disease
644,8,尿崩症,Disease
645,8,尿道结石,Disease
646,5,钠过多,Disease
647,4,尿路感染,Disease
648,4,膀胱炎,Disease
649,4,膀胱颈挛缩,Disease
650,8,膀胱癌,Disease
651,8,溶血尿毒综合征,Disease
652,8,肾前性肾功能衰竭,Disease
653,8,肾结核对侧肾积水,Disease
654,8,肾及输尿管重复畸形,Disease
655,8,神经源性膀胱,Disease
656,8,输尿管损伤,Disease
657,8,肾发育不全,Disease
658,8,肾积水,Disease
659,8,肾硬化症,Disease
660,8,肾及输尿管结石,Disease
661,8,肾结核,Disease
662,8,肾病综合征,Disease
663,8,肾下垂,Disease
664,8,肾石症,Disease
665,8,肾血管性高血压,Disease
666,5,双侧先天性肾上腺皮质增生,Disease
667,5,肾上腺皮质功能减退症,Disease
668,5,水过多,Disease
669,8,烧伤后急性肾功能衰竭,Disease
670,8,肾脏损伤,Disease
671,8,肾动脉粥样栓塞,Disease
672,8,肾囊肿,Disease
673,8,肾细胞癌,Disease
674,4,肾盂肾炎,Disease
675,8,肾小管性酸中毒,Disease
676,8,肾动脉闭塞,Disease
677,14,蹄铁形肾,Disease
678,8,特异性肾实质疾病,Disease
679,8,糖尿病肾病,Disease
680,8,微小病变性肾病,Disease
681,8,血尿,Disease
682,8,小儿原发性肾病综合征,Disease
683,8,小儿尿感,Disease
684,8,小儿慢性肾功能衰竭,Disease
685,8,小儿急性肾功能衰竭,Disease
686,8,小儿肾小管性酸中毒,Disease
687,14,婴幼儿阴道炎,Disease
688,6,阴茎纤维性海绵体炎,Disease
689,8,遗尿症,Disease
690,8,原发性小血管炎性肾损害,Disease
691,8,原发性IgA肾病,Disease
692,8,隐匿性肾小球肾炎,Disease
693,8,中毒性肾病,Disease
694,8,紫癜性肾炎,Disease
695,1,癌性神经肌病,Disease
696,1,阿尔茨海默病,Disease
697,5,安眠药中毒,Disease
698,5,阿片中毒,Disease
699,11,臂丛神经痛,Disease
700,1,Creutzfeldt-Jakob病,Disease
701,1,痴呆综合征,Disease
702,1,纯植物神经功能衰竭,Disease
703,11,丛集性头痛,Disease
704,1,多发性硬化,Disease
705,1,动眼、滑车及外展神经疾病,Disease
706,1,多发性神经炎,Disease
707,1,多发性末梢神经炎,Disease
708,1,短暂性脑缺血发作,Disease
709,7,大便失禁,Disease
710,1,儿童学习能力障碍,Disease
711,1,儿童口吃,Disease
712,1,耳源性脑脓肿,Disease
713,1,风湿性舞蹈病,Disease
714,1,腓总神经损害,Disease
715,5,吩噻嗪类抗精神病药物中毒,Disease
716,3,膈肌麻痹,Disease
717,1,格林－巴利综合征,Disease
718,1,肝豆状核变性,Disease
719,1,海绵窦血栓,Disease
720,5,昏迷,Disease
721,2,昏厥,Disease
722,11,颈椎病,Disease
723,1,僵人综合征,Disease
724,1,急性脊髓炎,Disease
725,1,脊髓压迫症,Disease
726,1,延髓进行性麻痹,Disease
727,1,结节性硬化病,Disease
728,1,脊髓亚急性联合变性,Disease
729,1,脊髓血管病,Disease
730,11,紧张性头痛,Disease
731,1,脊神经根炎,Disease
732,1,酒精中毒,Disease
733,1,急性中毒性脑炎,Disease
734,1,老年痴呆,Disease
735,12,雷诺综合征,Disease
736,2,老年眩晕,Disease
737,4,老年性耳聋,Disease
738,14,淋巴细胞脉络丛脑膜炎,Disease
739,1,末梢神经炎,Disease
740,1,慢性进行性舞蹈病,Disease
741,1,麻痹性臂丛神经炎,Disease
742,1,面神经炎,Disease
743,1,脑出血,Disease
744,1,脑血栓,Disease
745,7,脑肺吸虫病,Disease
746,1,脑动脉硬化症,Disease
747,1,脑脓肿,Disease
748,1,脑梗塞,Disease
749,1,脑性瘫痪综合征,Disease
750,6,皮肌炎,Disease
751,1,偏头痛,Disease
752,1,帕金森病,Disease
753,5,氰化物中毒,Disease
754,3,全植物神经功能不全,Disease
755,2,前庭神经炎,Disease
756,14,桡神经麻痹,Disease
757,12,上矢状窦血栓性静脉炎,Disease
758,5,三环类抗忧郁药中毒,Disease
759,5,肾上腺素中毒,Disease
760,5,士的宁中毒,Disease
761,1,神经系统的放射性损伤,Disease
762,1,手足徐动症,Disease
763,18,视神经炎,Disease
764,18,视神经萎缩,Disease
765,1,神经症,Disease
766,1,Shy-Drager综合征,Disease
767,1,头-面血管瘤综合征,Disease
768,1,舌咽神经痛,Disease
769,18,视束病变,Disease
770,1,神经鞘瘤,Disease
771,1,神经衰弱,Disease
772,4,神经梅毒,Disease
773,1,糖尿病性神经病,Disease
774,12,头痛,Disease
775,5,羰基镍中毒,Disease
