node_id,name,type,pagerank
10833,注射用生长抑素,Drug,0.00039313976024437963
9886,奥美拉唑肠溶胶囊,Drug,0.00039211223612672935
20909,儿科,Department,0.0003917658320610447
12212,牛磺酸滴眼液,Drug,0.0003909383522985503
12560,奋乃静片,Drug,0.0003894261019656559
12225,注射用头孢他啶,Drug,0.0003893772363741178
12382,通脉颗粒,Drug,0.00038852927408933725
12848,莲子,Food,0.00038691571280310267
11260,甘露聚糖肽口服溶液,Drug,0.00038655036377829367
10828,呋塞米片,Drug,0.00038588946025466684
9080,豆腐果苷片,Drug,0.00038409501624685595
10425,氟康唑胶囊,Drug,0.0003830724862850837
41669,乏力,Symptom,0.00038239764165973384
10226,胰岛素注射液,Drug,0.00037669566727901863
9480,酒石酸美托洛尔注射液,Drug,0.0003766930865708818
11831,阿奇霉素分散片,Drug,0.00037517207862182477
16564,鹿肉,Food,0.0003750423475504005
10417,胸腺肽注射液,Drug,0.0003710964625211053
20915,皮肤性病科,Department,0.0003696961338029256
10249,谷维素片,Drug,0.00036965546092519703
9071,氢化可的松注射液,Drug,0.00036676306066398364
11846,阿奇霉素片,Drug,0.0003665103576496519
9124,甲氧氯普胺片,Drug,0.0003647185519281628
20863,骨外科,Department,0.0003606477417465371
12059,氟尿嘧啶注射液,Drug,0.0003605711098742248
11718,注射用胸腺五肽,Drug,0.00036001546310767454
12033,肌苷片,Drug,0.00035945512930991884
9905,西咪替丁片,Drug,0.0003586080133859209
15696,鸡肝,Food,0.0003574932581182465
16763,干腌菜,Food,0.00035727794467840866
9666,注射用盐酸甲氯芬酯,Drug,0.0003569399240877
15288,赤小豆,Food,0.00035571128270299457
13182,鸭血(白鸭),Food,0.00035445116099303557
10219,氯氮平片,Drug,0.00035404276954025205
11309,维生素B6片,Drug,0.0003524845080598832
11423,注射用甲氨蝶呤,Drug,0.00035244714839464215
12368,利福平胶囊,Drug,0.0003489085815638389
12333,依托泊苷注射液,Drug,0.0003484878048593999
9570,注射用绒促性素,Drug,0.0003468785447351144
11128,乳宁片,Drug,0.0003467202559687466
10123,硫酸镁注射液,Drug,0.0003441872082599259
12409,红霉素软膏,Drug,0.0003422511771246042
17969,颅脑CT检查,Check,0.00034153026832118823
12953,田螺,Food,0.0003406454669380011
16896,鸭蛋,Food,0.0003389057854371937
9045,维生素K1注射液,Drug,0.00033866677205490856
42170,腹泻,Symptom,0.00033572921433826794
11160,注射用胸腺肽,Drug,0.0003356083404145218
12556,胰激肽原酶肠溶片,Drug,0.00033536051493502153
10057,五子衍宗丸,Drug,0.0003349394566373473
9559,甘油氯化钠注射液,Drug,0.00033420721493808837
12464,硝苯地平片,Drug,0.0003337367213571277
10653,维生素B2注射液,Drug,0.0003324432268574456
10499,复方鱼腥草片,Drug,0.00033182480889929204
9728,千柏鼻炎片,Drug,0.0003304043234646799
10974,盐酸舍曲林片,Drug,0.0003271625385418565
20892,眼科,Department,0.0003264996122195868
10076,利巴韦林片,Drug,0.0003264261257952899
20386,涂片,Check,0.00032611221275530414
10021,夏枯草膏,Drug,0.0003257033314497929
9321,转移因子注射液,Drug,0.0003227153870004964
17183,核桃,Food,0.0003226940812657578
12055,阿莫西林胶囊,Drug,0.00032212916714948484
14432,腐竹,Food,0.00032185486301990966
12392,注射用培美曲塞二钠,Drug,0.00032059403193851813
8963,注射用硝普钠,Drug,0.00031909613956388215
9121,强肝糖浆,Drug,0.00031773763285685997
20911,肿瘤科,Department,0.000316420990383143
11651,阿仑膦酸钠片,Drug,0.00031436416498752486
10384,硫酸阿托品注射液,Drug,0.00031214340017804367
10149,尼可刹米注射液,Drug,0.00030957772437781636
9122,注射用七叶皂苷钠,Drug,0.00030853565672258693
9527,乙酰唑胺片,Drug,0.0003084347333987912
8908,土霉素片,Drug,0.0003081766805096643
12364,安宫牛黄丸,Drug,0.0003079257464595525
9147,盐酸氨溴索葡萄糖注射液,Drug,0.00030737795350643923
10397,小儿复方磺胺甲噁唑颗粒,Drug,0.0003071342586455337
11144,注射用左卡尼汀,Drug,0.00030672463899734644
9456,跌打丸,Drug,0.0003041929946875338
11630,乙酰谷酰胺注射液,Drug,0.00030375345309344127
38701,结节,Symptom,0.00030283869004020736
11586,四环素片,Drug,0.0003023054125416074
12457,曲克芦丁片,Drug,0.0003003892026269316
9514,盐酸雷尼替丁胶囊,Drug,0.0002996272034908965
10475,别嘌醇片,Drug,0.00029877118412864655
11995,甲状腺片,Drug,0.00029771638464106163
9640,肝素钠注射液,Drug,0.00029760976664568953
11194,抑亢丸,Drug,0.00029502911640893114
9251,红霉素肠溶片,Drug,0.00029498033005201764
9241,注射用盐酸尼莫司汀,Drug,0.0002936548753646035
11435,红霉素肠溶胶囊,Drug,0.00029285157790424974
11133,注射用更昔洛韦,Drug,0.00029218179175794005
12165,硫酸庆大霉素注射液,Drug,0.00029105804445009304
12038,夏桑菊颗粒,Drug,0.00029070765732250217
11093,亚硫酸氢钠甲萘醌注射液,Drug,0.0002904542267507681
10290,曲克芦丁氯化钠注射液,Drug,0.00029021245548893274
12207,注射用腺苷钴胺,Drug,0.00028958201050406
9042,盐酸米诺环素胶囊,Drug,0.000288974889620487
9016,盐酸普萘洛尔片,Drug,0.0002875518251681791
11027,曲匹布通片,Drug,0.0002872842387754797
11452,克拉霉素胶囊,Drug,0.0002868830680336774
12072,注射用青霉素钠,Drug,0.00028642935145553795
10173,高三尖杉酯碱注射液,Drug,0.0002863216347797383
20897,肿瘤外科,Department,0.0002861754005555253
17911,免疫病理检查,Check,0.0002855453186473443
9390,肌氨肽苷注射液,Drug,0.0002854123524791513
12393,清咽片,Drug,0.00028529275822431984
12292,转移因子口服溶液,Drug,0.00028520150471475237
10154,甘油果糖氯化钠注射液,Drug,0.0002850370958399788
9116,盐酸纳洛酮注射液,Drug,0.00028335311320387186
9521,氨甲环酸片,Drug,0.00028309450146895
10460,替硝唑片,Drug,0.0002814649494617777
20882,中医综合,Department,0.0002813657569893449
11207,盐酸胺碘酮片,Drug,0.00028036382056681046
9084,盐酸可乐定片,Drug,0.00027967000903084696
9661,注射用盐酸克林霉素,Drug,0.00027835357724744305
12342,贞芪扶正颗粒,Drug,0.0002769850923549698
17160,螃蟹,Food,0.0002755869482880047
11699,曲安奈德益康唑乳膏,Drug,0.0002749312005359084
15623,咸鸭蛋,Food,0.00027381333930409017
10530,注射用盐酸平阳霉素,Drug,0.0002734848901316726
10769,对乙酰氨基酚片,Drug,0.00027339968636832065
11550,盐酸二甲双胍片,Drug,0.0002731248183036467
9291,布洛芬片,Drug,0.00027250174430448656
9397,硫软膏,Drug,0.00027192845611978306
11878,归脾丸,Drug,0.00027128120104296283
11730,蛇胆川贝液,Drug,0.0002704030797035662
11102,羟基脲片,Drug,0.0002703093801428141
10212,强力康颗粒,Drug,0.00026974446856295865
11479,肾上腺色腙片,Drug,0.00026932613552432247
9155,羚羊感冒片,Drug,0.0002689927103605808
9927,酒石酸美托洛尔片,Drug,0.0002689081860458082
11938,抗宫炎片,Drug,0.0002680724763799762
11174,小金丸,Drug,0.0002679618621344411
9011,桂利嗪片,Drug,0.00026734890081287887
11765,注射用盐酸溴己新,Drug,0.0002660577795717985
10512,注射用硫酸奈替米星,Drug,0.00026569376380525055
12057,异烟肼片,Drug,0.0002656513670607593
11323,复方丹参片,Drug,0.00026490268506010117
9108,风油精,Drug,0.00026445516655215973
15360,鸭肝,Food,0.0002620972254941413
12477,龙胆泻肝丸,Drug,0.00026207921150611283
8941,环孢素软胶囊,Drug,0.0002610968693327034
12029,雷公藤多苷片,Drug,0.000260298939308927
13820,鸭肉,Food,0.00026007627148355464
8982,盐酸左氧氟沙星注射液,Drug,0.00025967972447483805
11383,达那唑胶囊,Drug,0.0002595279699977293
10086,琥乙红霉素颗粒,Drug,0.0002594862161373242
17657,颅脑MRI检查,Check,0.00025900517668170586
11258,甲钴胺片,Drug,0.00025886127935662484
12211,氢化可的松片,Drug,0.0002584541840611278
20791,血液检查,Check,0.00025795333797015984
18569,四肢的骨和关节平片,Check,0.0002577006407309163
12037,氨苄西林胶囊,Drug,0.00025748898730990603
9429,鸦胆子油口服乳液,Drug,0.0002573307071364639
20902,普外科,Department,0.0002571742419608228
12198,保和丸,Drug,0.0002571299317545412
11394,甲磺酸帕珠沙星氯化钠注射液,Drug,0.00025550560472387753
10052,复方胆通胶囊,Drug,0.00025517712666705796
10752,轻身消胖丸,Drug,0.00025387979972580537
20112,血管造影,Check,0.0002534631090171121
10566,盐酸艾司洛尔注射液,Drug,0.00025244636721428174
8924,肌醇烟酸酯片,Drug,0.00025223319361576766
10319,小儿咳喘灵颗粒,Drug,0.0002520955278139472
11106,扑米酮片,Drug,0.0002518105873188311
10510,注射用盐酸丁卡因,Drug,0.0002516695802715232
42360,丘疹,Symptom,0.000249723348778365
11600,乳酸左氧氟沙星片,Drug,0.00024898036708363225
11023,阿替洛尔片,Drug,0.00024765417907150213
20889,消化内科,Department,0.0002469670987284155
10430,复方硫酸新霉素滴眼液,Drug,0.00024666163644410186
9283,红霉素眼膏,Drug,0.00024641854004204573
20888,儿科综合,Department,0.00024636569848204495
16037,鹅肉,Food,0.0002461244594642742
10926,蒲地蓝消炎片,Drug,0.00024518287800464976
9350,灵仙跌打片,Drug,0.000244533210031442
11744,盐酸利多卡因注射液,Drug,0.00024343789148709475
9678,盐酸金刚烷胺片,Drug,0.00024304849513499845
10548,关节止痛膏,Drug,0.0002422182624880161
12582,醋酸可的松片,Drug,0.00024216588680799227
8861,甲硝唑芬布芬胶囊,Drug,0.00024189622281678004
10743,盐酸阿普林定片,Drug,0.00024169066500963406
11202,氧氟沙星滴耳液,Drug,0.0002412804275614492
11508,醋酸奥曲肽注射液,Drug,0.0002410159950683182
9054,痔速宁片,Drug,0.00024018653857752883
11317,哈西奈德溶液,Drug,0.00024003818203615065
10385,氯唑沙宗片,Drug,0.00023987873166786078
10592,维生素A软胶囊,Drug,0.00023971454472990398
10168,Vero细胞,Drug,0.0002382930343005809
17070,黑豆,Food,0.00023814369174859166
20906,中医科,Department,0.00023768631939256345
12513,辛伐他汀片,Drug,0.00023680992350629185
10361,独一味软胶囊,Drug,0.000236446180628515
10585,金刚藤口服液,Drug,0.00023632479546282448
10458,三七胶囊,Drug,0.0002356145855249179
12196,辅酶Q10胶囊,Drug,0.00023363917221660857
9511,盐酸多西环素片,Drug,0.00023361823215600235
11382,护肝片,Drug,0.00023239612501731234
10254,注射用头孢曲松钠,Drug,0.00023227480712430148
10812,盐酸妥洛特罗片,Drug,0.00023162412301189748
11466,复方醋酸地塞米松乳膏,Drug,0.000231363090292186
8911,妥布霉素地塞米松滴眼液,Drug,0.0002309308369912724
11726,盐酸二甲双胍缓释片,Drug,0.00023074313871068226
11526,头孢泊肟酯片,Drug,0.00023065383274580264
11723,阿昔洛韦乳膏,Drug,0.00023014469457854808
19510,腹部平片,Check,0.000230055209323792
11226,复方环磷酰胺片,Drug,0.00022905678130233917
15935,白果（干）,Food,0.00022905268055956513
12120,肝复康丸,Drug,0.0002287027689224379
11135,通窍鼻炎片,Drug,0.00022803617433401438
12503,头孢羟氨苄甲氧苄啶胶囊,Drug,0.00022788230659169905
20870,神经内科,Department,0.00022774030422250115
8954,莪术油注射液,Drug,0.00022764032680169308
9893,苯磺酸氨氯地平片,Drug,0.0002276015679321804
14837,鸡心,Food,0.00022666977316480516
10050,格列吡嗪片,Drug,0.00022623360244040578
12158,托西酸舒他西林胶囊,Drug,0.00022619892609746414
11842,积雪苷片,Drug,0.00022564226828903397
10616,硫酸卡那霉素滴眼液,Drug,0.00022546888011173543
12277,骨筋丸胶囊,Drug,0.000224988653073499
10817,林旦乳膏,Drug,0.00022481918682306772
10724,逍遥丸,Drug,0.0002247512214817762
12398,右旋糖酐20葡萄糖注射液,Drug,0.00022463661609951
20353,皮损,Check,0.00022393866003023535
9786,盐酸黄酮哌酯片,Drug,0.0002238270454460859
10493,注射用头孢哌酮钠舒巴坦钠,Drug,0.0002238177881406558
20875,妇产科,Department,0.00022122835170218174
9723,硫唑嘌呤片,Drug,0.00022081861220297192
16934,松子仁,Food,0.00022046644027816202
10310,氟轻松维B6乳膏,Drug,0.00021983767654457738
18273,脑电图检查,Check,0.00021972917908478012
39408,驻站医,Symptom,0.00021961632226139894
10299,利巴韦林颗粒,Drug,0.00021891776085114294
39853,昏迷,Symptom,0.00021665508428558413
9647,脑蛋白水解物注射液,Drug,0.00021588028848813084
10103,阿莫西林克拉维酸钾片,Drug,0.00021487945676112799
11992,黄藤素片,Drug,0.00021430304801142933
10746,醋酸氢化可的松滴眼液,Drug,0.0002142932539513348
9364,黄体酮注射液,Drug,0.00021397052156232565
9214,注射用硫酸长春新碱,Drug,0.00021327210895003316
9458,吡拉西坦葡萄糖注射液,Drug,0.0002131267684800808
20649,血液生化六项检查,Check,0.0002129134479868905
19648,核磁共振成像(MRI),Check,0.0002121099451245375
10686,注射用复方甘草酸单铵S,Drug,0.00021186970621643613
11467,去痛片,Drug,0.0002116747520196258
16269,牛奶菠菜粥,Food,0.00021144313908888458
11019,三维鱼肝油乳,Drug,0.00021064252215319257
9759,地塞米松磷酸钠滴眼液,Drug,0.00021048596770338452
11266,转移因子胶囊,Drug,0.00020926845123122673
10063,注射用头孢唑林钠,Drug,0.00020923637566328687
9200,胶体果胶铋胶囊,Drug,0.00020811938315618776
10871,盐酸苯海索片,Drug,0.00020785745565914907
20890,血液科,Department,0.0002074555270424926
8872,十香丸,Drug,0.0002068623506455324
9548,复方倍氯米松樟脑乳膏,Drug,0.00020675098364222454
17979,细胞组织化学染色,Check,0.00020553425482965643
11930,法可林滴眼液,Drug,0.0002033592248760895
10294,注射用磷霉素钠,Drug,0.00020310140263473409
9949,复方肝浸膏片,Drug,0.00020264695758080405
9892,甲硝唑氯化钠注射液,Drug,0.0002020966040438425
10954,鲑降钙素注射液,Drug,0.00020184333512805576
10113,抗栓胶囊,Drug,0.00020152515193070194
9774,二乙酰氨乙酸乙二胺氯化钠注射液,Drug,0.00020064189223961015
10601,泮托拉唑钠肠溶胶囊,Drug,0.0002006269904152303
11085,毛冬青片,Drug,0.00020035162469574257
11756,马来酸噻吗洛尔滴眼液,Drug,0.00020013841599288945
10556,顺铂注射液,Drug,0.0001997194860297958
12507,抗骨增生片,Drug,0.00019964955640155085
10191,一清颗粒,Drug,0.00019942135926260136
11123,新霉素氟轻松乳膏,Drug,0.00019867846389041657
41923,低热,Symptom,0.00019866330821376437
12424,肾炎四味胶囊,Drug,0.0001986567944319563
10280,清开灵注射液,Drug,0.0001986236010519934
8995,小儿七星茶颗粒,Drug,0.000198358930410075
12632,盐酸赖氨酸葡萄糖注射液,Drug,0.00019812599421437148
10574,枸橼酸铋钾颗粒,Drug,0.0001978595766443739
16136,鹌鹑蛋,Food,0.00019684831180289992
20881,心内科,Department,0.0001960808402342377
9463,银杏叶片,Drug,0.00019542833552554863
11866,注射用顺铂,Drug,0.00019532264294970167
16170,鸡蛋黄,Food,0.00019485678407363423
11206,小儿四维葡钙颗粒,Drug,0.00019406160339839653
10558,己烯雌酚片,Drug,0.00019385714244038124
10785,木香顺气丸,Drug,0.00019322166963807002
12486,头孢氨苄甲氧苄啶片,Drug,0.00019312432250380968
43967,发绀,Symptom,0.00019306042870194962
12167,除脂生发片,Drug,0.00019232899912989228
11649,尼莫地平片,Drug,0.00019230881128791153
10500,盐酸环丙沙星片,Drug,0.00019221386272116886
10843,克霉唑乳膏,Drug,0.00019100496065712445
8874,盐酸维拉帕米片,Drug,0.00019072396588019005
10800,氯化钾缓释片,Drug,0.00018997307133819855
12278,脑络通胶囊,Drug,0.0001899376039613041
11848,保胎无忧片,Drug,0.0001894436485149777
11893,富马酸酮替芬片,Drug,0.00018931331702306964
10174,小儿止咳糖浆,Drug,0.00018905358462438643
9877,西黄丸,Drug,0.000188519392886201
11517,罗红霉素分散片,Drug,0.0001883934029579534
11094,盐酸洛美沙星滴眼液,Drug,0.00018838374164683856
9247,注射用阿洛西林钠,Drug,0.00018830367928338138
9920,葡醛内酯片,Drug,0.00018821420906643243
9437,维D2磷酸氢钙片,Drug,0.00018790842978942053
11254,尿素维E乳膏,Drug,0.00018747821635608022
10056,胞磷胆碱钠氯化钠注射液,Drug,0.00018739357409586254
9031,养血当归糖浆,Drug,0.0001872256963128922
9226,根痛平胶囊,Drug,0.00018713050479024276
12480,胃乐新胶囊,Drug,0.00018681753972430416
20914,妇科,Department,0.00018652404655511507
10822,注射用重组人生长激素,Drug,0.000186366264112282
11164,胸腺肽肠溶片,Drug,0.00018628515665921233
12320,甲硝唑氯己定洗剂,Drug,0.0001861799188893063
11845,冠脉宁片,Drug,0.0001858838481148438
12166,消炎镇痛膏,Drug,0.00018554551632152366
10967,阿奇霉素胶囊,Drug,0.0001853935936578347
12296,利肺片,Drug,0.00018538823319882433
10241,盐酸金刚烷胺糖浆,Drug,0.00018530175370899354
19692,神经系统检查,Check,0.0001851033993934243
9471,普卢利沙星片,Drug,0.00018507895905299021
12022,维生素B6注射液,Drug,0.00018483967842042556
16010,菠菜豆腐汤,Food,0.00018480308378190422
43082,衣玉品,Symptom,0.00018464854872513367
9698,复方斑蝥胶囊,Drug,0.00018425822402050857
11030,赖氨葡锌颗粒,Drug,0.00018345003216128914
16595,花生,Food,0.00018276043774653332
11979,氟康唑片,Drug,0.00018222616373611458
14446,鸭翅,Food,0.0001820490254549938
12524,丙酸氯倍他索乳膏,Drug,0.0001813050661602559
15733,双菇番茄黄瓜紫菜汤,Food,0.0001812432866797456
10082,醋酸氟轻松乳膏,Drug,0.00018100047627844676
42071,抽搐,Symptom,0.00018083325809421327
10844,肤痒颗粒,Drug,0.00017997284427567588
11629,注射用胰激肽原酶,Drug,0.00017923499561005052
10615,甲硝唑维B6片,Drug,0.00017821918999725645
42014,瘙痒,Symptom,0.00017799828416581
11367,无极膏,Drug,0.0001771801159241957
11311,注射用盐酸头孢替安,Drug,0.00017716580495898157
12553,维生素AD滴剂,Drug,0.00017663517598201468
9461,pH4,Drug,0.00017629981121619498
11711,心脑欣片,Drug,0.00017616166885158803
12190,三黄片,Drug,0.0001750613857103122
8944,复方托吡卡胺滴眼液,Drug,0.0001747938251046453
8973,调经养颜片,Drug,0.00017441017570066344
8987,保胎灵,Drug,0.0001743600424260305
11306,盐酸金刚烷胺颗粒,Drug,0.00017405593411055272
14809,青豆,Food,0.00017404041932109443
9668,复方吡拉西坦脑蛋白水解物片,Drug,0.0001738440271446429
10993,跳骨片,Drug,0.00017373630300342253
11076,喘嗽宁片,Drug,0.00017354071526184283
12035,替硝唑氯化钠注射液,Drug,0.00017324195983179667
11859,布洛芬缓释胶囊,Drug,0.00017311777612021768
11081,阿奇霉素颗粒,Drug,0.00017308292518261877
9854,银黄颗粒,Drug,0.00017283775548756914
12708,栗子（熟）,Food,0.00017247259326608338
9100,益髓颗粒,Drug,0.0001719669261902608
9420,泼尼松龙片,Drug,0.00017193977981244134
10891,小儿咽扁颗粒,Drug,0.00017179021608912346
9865,止痒消炎水,Drug,0.000170801676059786
12276,盐酸小檗碱片,Drug,0.00017064797605238245
11732,小儿生血糖浆,Drug,0.00017026506049966426
11408,注射用卡铂,Drug,0.00016989461947924562
9799,注射用甲泼尼龙琥珀酸钠,Drug,0.00016934831372938697
10016,蒙脱石散,Drug,0.00016921996253804088
20271,皮肤涂片显微镜检查,Check,0.00016916373340045151
20916,呼吸内科,Department,0.00016891061605563772
11824,青霉素V钾片,Drug,0.00016798180806753467
19788,肌电图,Check,0.00016785836374141045
43131,无力,Symptom,0.0001675774991421879
43284,消瘦,Symptom,0.00016741200795526796
11512,硝酸异山梨酯片,Drug,0.00016704026494114712
9903,注射用果糖二磷酸钠,Drug,0.00016698710104829083
20894,耳鼻喉科,Department,0.00016696861217689975
11312,知柏地黄丸,Drug,0.00016618084201190143
10775,阿达帕林凝胶,Drug,0.00016492079620535757
9681,复方鲜竹沥液,Drug,0.00016480822076972435
10371,小儿暖脐膏,Drug,0.00016435185236610023
11072,非那雄胺片,Drug,0.0001637454939895582
44084,感觉障碍,Symptom,0.00016365445174356
11939,磺胺嘧啶片,Drug,0.00016291266903982582
8994,Ⅱ,Drug,0.00016284933709024007
11326,柴胡注射液,Drug,0.00016265671204503408
11666,氧化锌软膏,Drug,0.00016246773490138737
38951,淋巴结肿大,Symptom,0.00016237356473336383
11698,聚甲酚磺醛溶液,Drug,0.00016229248846560352
11237,屏风生脉胶囊,Drug,0.00016218964500577286
12032,氨酪酸片,Drug,0.00016215410128666525
10478,补中益气合剂,Drug,0.00016212065740886725
11729,血府逐瘀丸,Drug,0.00016203917722282485
42274,吞咽困难,Symptom,0.00016201602707891858
11315,硼酸软膏,Drug,0.00016201066380695477
15750,紫菜芙蓉汤,Food,0.00016176310187044203
